pdbid,pose,rmsd,head,pll
4gfm,4gfm_508,5.110,-4.352281,nan
4gfm,4gfm_528,0.740,-0.516047,nan
4gfm,4gfm_553,3.860,-1.965058,nan
4gfm,4gfm_558,8.990,-8.446344,nan
4gfm,4gfm_565,6.300,-3.532808,nan
4gfm,4gfm_568,7.160,-4.447578,nan
4gfm,4gfm_576,3.060,-2.068766,nan
4gfm,4gfm_578,3.090,-2.326258,nan
4gfm,4gfm_585,2.580,-1.866056,nan
4gfm,4gfm_595,7.420,-3.928294,nan
4gfm,4gfm_600,4.710,-1.071230,nan
4gfm,4gfm_604,0.830,-0.823291,nan
4gfm,4gfm_61,2.200,-0.853509,nan
4gfm,4gfm_614,2.360,-1.071539,nan
4gfm,4gfm_623,6.270,-3.948010,nan
4gfm,4gfm_624,4.890,-0.954899,nan
4gfm,4gfm_649,3.930,-1.614169,nan
4gfm,4gfm_654,5.950,-1.698635,nan
4gfm,4gfm_665,5.930,-1.549913,nan
4gfm,4gfm_668,4.590,-1.172241,nan
4gfm,4gfm_681,3.860,-3.566617,nan
4gfm,4gfm_685,3.780,-3.162401,nan
4gfm,4gfm_719,1.200,-0.768344,nan
4gfm,4gfm_729,3.480,-2.321643,nan
4gfm,4gfm_734,4.960,-2.073406,nan
4gfm,4gfm_735,2.120,-1.438669,nan
4gfm,4gfm_744,7.270,-7.678571,nan
4gfm,4gfm_745,7.250,-7.698683,nan
4gfm,4gfm_749,8.010,-5.503850,nan
4gfm,4gfm_751,7.510,-6.413579,nan
4gfm,4gfm_755,6.590,-8.428054,nan
4gfm,4gfm_763,3.940,-4.833708,nan
4gfm,4gfm_768,2.960,-2.775675,nan
4gfm,4gfm_769,7.560,-5.664044,nan
4gfm,4gfm_774,5.980,-7.642842,nan
4gfm,4gfm_779,4.100,-4.976661,nan
4gfm,4gfm_780,4.610,-6.603418,nan
4gfm,4gfm_782,4.790,-5.018987,nan
4gfm,4gfm_785,5.340,-5.268503,nan
4gfm,4gfm_788,5.110,-7.800858,nan
4gfm,4gfm_789,3.810,-4.714756,nan
4gfm,4gfm_793,5.300,-3.722610,nan
4gfm,4gfm_824,4.670,-1.473291,nan
4gfm,4gfm_827,2.080,-0.572574,nan
4gfm,4gfm_832,5.720,-0.383329,nan
4gfm,4gfm_836,8.630,-8.103850,nan
4gfm,4gfm_842,5.510,-0.976839,nan
4gfm,4gfm_857,6.330,-2.201285,nan
4gfm,4gfm_859,8.870,-8.425070,nan
4gfm,4gfm_875,7.640,-8.523950,nan
4gfm,4gfm_876,7.680,-8.523950,nan
4gfm,4gfm_879,7.680,-8.566346,nan
4gfm,4gfm_890,6.910,-4.729351,nan
4gfm,4gfm_913,0.440,-0.806832,nan
4gfm,4gfm_926,0.900,-0.751760,nan
4gfm,4gfm_992,1.290,-0.812183,nan
4gfm,4gfm_994,3.710,-2.547951,nan
4gid,4gid_132,9.120,-8.556707,nan
4gid,4gid_134,6.310,-4.563232,nan
4gid,4gid_197,0.770,-0.674671,nan
4gid,4gid_201,0.380,-0.493848,nan
4gid,4gid_204,1.190,-1.401456,nan
4gid,4gid_205,0.930,-1.026161,nan
4gid,4gid_217,5.900,-3.919812,nan
4gid,4gid_229,7.640,-5.136940,nan
4gid,4gid_230,1.140,-1.146146,nan
4gid,4gid_232,7.450,-3.174337,nan
4gid,4gid_235,7.370,-2.288192,nan
4gid,4gid_237,6.250,-5.225671,nan
4gid,4gid_242,6.870,-4.470698,nan
4gid,4gid_245,1.090,-0.613702,nan
4gid,4gid_246,1.570,-0.775948,nan
4gid,4gid_257,0.990,-0.682945,nan
4gid,4gid_259,1.140,-0.665165,nan
4gid,4gid_269,0.940,-0.646763,nan
4gid,4gid_270,6.940,-2.764215,nan
4gid,4gid_276,4.170,-2.626858,nan
4gid,4gid_277,7.200,-2.633074,nan
4gid,4gid_282,1.790,-1.270798,nan
4gid,4gid_285,0.990,-0.900983,nan
4gid,4gid_290,5.360,-2.395940,nan
4gid,4gid_291,0.810,-0.829258,nan
4gid,4gid_298,0.910,-1.026001,nan
4gid,4gid_301,9.820,-8.545128,nan
4gid,4gid_311,8.250,-8.497211,nan
4gid,4gid_315,9.380,-8.435310,nan
4gid,4gid_324,7.660,-7.723956,nan
4gid,4gid_336,0.970,-0.737490,nan
4gid,4gid_368,9.270,-8.270267,nan
4gid,4gid_372,9.640,-8.561493,nan
4gid,4gid_39,8.290,-4.900508,nan
4gid,4gid_393,9.410,-8.559148,nan
4gid,4gid_402,3.020,-3.134818,nan
4gid,4gid_405,3.840,-3.348315,nan
4gid,4gid_408,2.320,-2.662591,nan
4gid,4gid_412,2.410,-2.701452,nan
4gid,4gid_416,5.760,-3.987157,nan
4gid,4gid_421,4.190,-3.182529,nan
4gid,4gid_428,4.040,-2.896061,nan
4gid,4gid_429,5.290,-4.309885,nan
4gid,4gid_433,2.990,-3.830894,nan
4gid,4gid_435,6.920,-3.358958,nan
4gid,4gid_449,2.660,-1.743975,nan
4gid,4gid_453,4.530,-3.233330,nan
4gid,4gid_462,4.060,-3.291980,nan
4gid,4gid_475,3.920,-3.536015,nan
4gid,4gid_479,2.670,-2.735320,nan
4gid,4gid_481,8.180,-5.095705,nan
4gid,4gid_482,4.150,-3.675581,nan
4gid,4gid_483,2.620,-3.194497,nan
4gid,4gid_486,3.110,-3.841796,nan
4gid,4gid_506,8.520,-5.989969,nan
4gid,4gid_507,8.480,-5.244117,nan
4gid,4gid_509,7.580,-4.705390,nan
4gid,4gid_54,8.220,-8.553960,nan
4gid,4gid_577,8.250,-7.119750,nan
4gid,4gid_580,6.320,-4.117451,nan
4gid,4gid_596,7.660,-6.463448,nan
4gid,4gid_625,9.850,-8.492185,nan
4gid,4gid_629,8.950,-7.790716,nan
4gid,4gid_630,9.260,-8.120585,nan
4gid,4gid_666,5.390,-4.124649,nan
4gid,4gid_699,6.620,-4.608911,nan
4gid,4gid_700,9.400,-8.271060,nan
4gid,4gid_713,4.360,-2.064119,nan
4gid,4gid_718,5.300,-1.890169,nan
4gid,4gid_725,4.600,-1.869351,nan
4gid,4gid_732,5.500,-3.202076,nan
4gid,4gid_735,4.530,-2.277476,nan
4gid,4gid_739,7.020,-6.541430,nan
4gid,4gid_744,6.430,-1.674663,nan
4gid,4gid_752,8.100,-8.188419,nan
4gid,4gid_766,3.400,-1.896240,nan
4gid,4gid_770,5.980,-3.820266,nan
4gid,4gid_78,9.450,-8.556741,nan
4gid,4gid_789,0.990,-0.973403,nan
4gid,4gid_791,1.290,-0.794652,nan
4gid,4gid_792,1.550,-1.140990,nan
4gid,4gid_796,2.140,-2.445877,nan
4gid,4gid_804,1.930,-2.208846,nan
4gid,4gid_809,2.630,-1.753383,nan
4gid,4gid_811,3.600,-0.697837,nan
4gid,4gid_815,3.450,-2.471447,nan
4gid,4gid_833,1.760,-1.166628,nan
4gid,4gid_860,2.930,-2.158291,nan
4gid,4gid_861,5.710,-4.542956,nan
4gid,4gid_874,3.490,-2.023265,nan
4gid,4gid_880,3.010,-2.429407,nan
4gid,4gid_897,2.010,-1.282638,nan
4gid,4gid_937,6.830,-2.903703,nan
4gid,4gid_941,3.850,-2.434128,nan
4gid,4gid_943,5.720,-4.473725,nan
4gid,4gid_944,7.320,-6.561714,nan
4gid,4gid_946,7.880,-4.632627,nan
4gid,4gid_948,8.110,-7.928725,nan
4gid,4gid_951,4.490,-2.672481,nan
4gid,4gid_959,6.220,-4.339971,nan
4gkm,4gkm_111,0.460,-0.357540,nan
4gkm,4gkm_123,1.200,-0.596500,nan
4gkm,4gkm_133,3.970,-2.206807,nan
4gkm,4gkm_137,4.380,-1.986620,nan
4gkm,4gkm_158,1.340,-0.476797,nan
4gkm,4gkm_166,0.920,-0.377494,nan
4gkm,4gkm_180,0.500,-0.306553,nan
4gkm,4gkm_189,0.940,-0.330382,nan
4gkm,4gkm_2,0.840,-0.441222,nan
4gkm,4gkm_220,3.320,-1.599923,nan
4gkm,4gkm_25,6.110,-2.658556,nan
4gkm,4gkm_265,4.170,-2.116182,nan
4gkm,4gkm_280,5.010,-2.567043,nan
4gkm,4gkm_301,2.320,-0.894734,nan
4gkm,4gkm_302,5.400,-3.735656,nan
4gkm,4gkm_338,3.950,-2.505158,nan
4gkm,4gkm_346,7.100,-5.503499,nan
4gkm,4gkm_348,0.680,-0.221938,nan
4gkm,4gkm_349,8.220,-6.170852,nan
4gkm,4gkm_358,1.140,-0.942968,nan
4gkm,4gkm_363,3.010,-4.055818,nan
4gkm,4gkm_374,2.580,-3.581281,nan
4gkm,4gkm_375,0.560,-0.318371,nan
4gkm,4gkm_425,4.910,-1.901933,nan
4gkm,4gkm_438,6.530,-2.904063,nan
4gkm,4gkm_45,0.730,-0.542974,nan
4gkm,4gkm_472,6.380,-3.247241,nan
4gkm,4gkm_480,2.500,-1.581759,nan
4gkm,4gkm_510,1.410,-1.009478,nan
4gkm,4gkm_515,3.690,-1.956414,nan
4gkm,4gkm_526,4.710,-3.013615,nan
4gkm,4gkm_528,2.690,-1.100657,nan
4gkm,4gkm_551,1.650,-2.172304,nan
4gkm,4gkm_564,3.100,-2.863134,nan
4gkm,4gkm_566,2.430,-2.181065,nan
4gkm,4gkm_569,5.880,-5.918244,nan
4gkm,4gkm_574,6.130,-3.638099,nan
4gkm,4gkm_579,1.570,-0.987746,nan
4gkm,4gkm_584,2.770,-2.838578,nan
4gkm,4gkm_585,1.860,-1.589226,nan
4gkm,4gkm_611,3.290,-2.835370,nan
4gkm,4gkm_614,6.100,-4.344635,nan
4gkm,4gkm_618,2.650,-0.837511,nan
4gkm,4gkm_625,3.930,-1.830784,nan
4gkm,4gkm_626,4.080,-5.479990,nan
4gkm,4gkm_628,2.680,-1.590915,nan
4gkm,4gkm_629,1.980,-1.473376,nan
4gkm,4gkm_657,2.720,-2.092040,nan
4gkm,4gkm_658,5.000,-1.783497,nan
4gkm,4gkm_665,5.300,-3.476541,nan
4gkm,4gkm_668,4.500,-2.736173,nan
4gkm,4gkm_671,3.120,-1.544790,nan
4gkm,4gkm_675,6.640,-4.853387,nan
4gkm,4gkm_676,4.500,-3.784124,nan
4gkm,4gkm_678,5.870,-3.160467,nan
4gkm,4gkm_68,5.840,-3.016518,nan
4gkm,4gkm_688,1.640,-0.938979,nan
4gkm,4gkm_69,6.010,-3.837704,nan
4gkm,4gkm_692,5.780,-4.070024,nan
4gkm,4gkm_694,5.490,-5.731069,nan
4gkm,4gkm_696,4.950,-5.400249,nan
4gkm,4gkm_698,5.340,-2.915755,nan
4gkm,4gkm_731,4.420,-4.978764,nan
4gkm,4gkm_769,3.180,-2.296218,nan
4gkm,4gkm_77,6.090,-2.223846,nan
4gkm,4gkm_770,6.540,-4.972158,nan
4gkm,4gkm_778,7.170,-4.625657,nan
4gkm,4gkm_779,7.020,-5.370683,nan
4gkm,4gkm_795,0.740,-0.324869,nan
4gkm,4gkm_798,6.080,-3.563380,nan
4gkm,4gkm_80,2.910,-0.442394,nan
4gkm,4gkm_813,1.620,-1.448917,nan
4gkm,4gkm_87,0.960,-0.542779,nan
4gkm,4gkm_90,5.960,-2.585285,nan
4gr0,4gr0_107,2.170,-2.855594,nan
4gr0,4gr0_113,4.640,-2.045366,nan
4gr0,4gr0_119,8.830,-8.557011,nan
4gr0,4gr0_120,3.550,-2.523006,nan
4gr0,4gr0_13,3.040,-1.587692,nan
4gr0,4gr0_133,8.770,-8.565949,nan
4gr0,4gr0_15,5.640,-3.976773,nan
4gr0,4gr0_159,2.260,-2.534077,nan
4gr0,4gr0_162,7.970,-8.452744,nan
4gr0,4gr0_206,0.970,-2.003917,nan
4gr0,4gr0_217,1.080,-1.355879,nan
4gr0,4gr0_218,2.090,-3.301866,nan
4gr0,4gr0_226,2.740,-0.678662,nan
4gr0,4gr0_228,6.510,-2.822728,nan
4gr0,4gr0_236,3.040,-1.488460,nan
4gr0,4gr0_237,0.850,-1.794217,nan
4gr0,4gr0_240,1.270,-1.955817,nan
4gr0,4gr0_242,5.820,-1.257093,nan
4gr0,4gr0_250,0.820,-1.671185,nan
4gr0,4gr0_268,0.980,-2.091745,nan
4gr0,4gr0_272,1.450,-2.367615,nan
4gr0,4gr0_279,0.950,-1.713167,nan
4gr0,4gr0_281,0.940,-1.584282,nan
4gr0,4gr0_286,0.690,-2.234250,nan
4gr0,4gr0_287,0.810,-1.921560,nan
4gr0,4gr0_300,5.670,-1.204837,nan
4gr0,4gr0_305,3.560,-0.928868,nan
4gr0,4gr0_306,9.150,-8.569065,nan
4gr0,4gr0_314,9.090,-8.558002,nan
4gr0,4gr0_324,8.510,-8.367456,nan
4gr0,4gr0_326,0.910,-1.576196,nan
4gr0,4gr0_33,8.940,-8.573838,nan
4gr0,4gr0_341,1.100,-2.370324,nan
4gr0,4gr0_375,4.110,-1.916853,nan
4gr0,4gr0_381,7.610,-8.560241,nan
4gr0,4gr0_402,7.530,-5.295692,nan
4gr0,4gr0_405,2.300,-2.322509,nan
4gr0,4gr0_408,4.620,-1.700293,nan
4gr0,4gr0_410,1.990,-2.662765,nan
4gr0,4gr0_411,6.150,-4.209692,nan
4gr0,4gr0_412,3.570,-4.152855,nan
4gr0,4gr0_416,6.250,-2.648113,nan
4gr0,4gr0_417,5.750,-4.909282,nan
4gr0,4gr0_419,4.050,-3.286275,nan
4gr0,4gr0_420,8.270,-5.119114,nan
4gr0,4gr0_421,6.010,-3.655507,nan
4gr0,4gr0_422,3.320,-3.267765,nan
4gr0,4gr0_428,5.440,-2.574575,nan
4gr0,4gr0_429,4.010,-5.148060,nan
4gr0,4gr0_433,3.160,-1.733920,nan
4gr0,4gr0_438,6.770,-5.337781,nan
4gr0,4gr0_439,3.330,-3.348145,nan
4gr0,4gr0_440,6.500,-2.519023,nan
4gr0,4gr0_452,2.610,-2.675969,nan
4gr0,4gr0_456,7.460,-4.614599,nan
4gr0,4gr0_457,7.590,-4.229140,nan
4gr0,4gr0_459,4.110,-4.459033,nan
4gr0,4gr0_465,2.250,-4.622581,nan
4gr0,4gr0_467,9.920,-4.115860,nan
4gr0,4gr0_468,2.710,-2.501665,nan
4gr0,4gr0_471,3.950,-2.715687,nan
4gr0,4gr0_472,9.140,-5.480587,nan
4gr0,4gr0_473,4.160,-4.204610,nan
4gr0,4gr0_474,4.470,-3.666091,nan
4gr0,4gr0_476,6.280,-4.954146,nan
4gr0,4gr0_486,3.930,-2.495742,nan
4gr0,4gr0_491,6.760,-4.989424,nan
4gr0,4gr0_492,5.350,-3.529569,nan
4gr0,4gr0_497,4.620,-3.167362,nan
4gr0,4gr0_499,5.350,-3.418179,nan
4gr0,4gr0_518,7.710,-4.589350,nan
4gr0,4gr0_529,7.130,-4.494625,nan
4gr0,4gr0_53,1.420,-2.288998,nan
4gr0,4gr0_541,8.590,-6.054725,nan
4gr0,4gr0_545,9.770,-8.565615,nan
4gr0,4gr0_546,8.950,-7.216972,nan
4gr0,4gr0_55,5.680,-1.069157,nan
4gr0,4gr0_550,9.810,-8.556303,nan
4gr0,4gr0_558,6.960,-7.471934,nan
4gr0,4gr0_56,9.620,-8.555017,nan
4gr0,4gr0_565,7.540,-8.200173,nan
4gr0,4gr0_566,7.540,-8.346800,nan
4gr0,4gr0_573,8.190,-8.535923,nan
4gr0,4gr0_575,8.710,-8.561226,nan
4gr0,4gr0_583,9.800,-8.564746,nan
4gr0,4gr0_584,1.940,-2.897775,nan
4gr0,4gr0_591,4.280,-4.634658,nan
4gr0,4gr0_594,8.400,-6.406566,nan
4gr0,4gr0_605,6.780,-4.954083,nan
4gr0,4gr0_630,9.860,-8.467344,nan
4gr0,4gr0_644,9.490,-8.546689,nan
4gr0,4gr0_650,7.430,-6.694290,nan
4gr0,4gr0_674,5.380,-5.819461,nan
4gr0,4gr0_709,0.890,-2.780389,nan
4gr0,4gr0_715,2.580,-1.782248,nan
4gr0,4gr0_761,1.900,-1.793625,nan
4gr0,4gr0_768,2.010,-1.391538,nan
4gr0,4gr0_791,5.860,-2.217906,nan
4gr0,4gr0_905,1.730,-1.172200,nan
4gr0,4gr0_91,1.730,-2.823064,nan
4hge,4hge_202,1.610,-1.467465,nan
4hge,4hge_203,0.940,-0.722295,nan
4hge,4hge_231,0.390,-0.322303,nan
4hge,4hge_310,0.410,-0.206307,nan
4hge,4hge_311,5.050,-3.572919,nan
4hge,4hge_356,0.900,-0.459004,nan
4hge,4hge_407,0.770,-0.345605,nan
4hge,4hge_414,4.730,-0.941961,nan
4hge,4hge_416,0.870,-0.492286,nan
4hge,4hge_422,5.050,-1.912421,nan
4hge,4hge_423,1.350,-1.096670,nan
4hge,4hge_424,4.980,-1.953196,nan
4hge,4hge_433,4.030,-1.158820,nan
4hge,4hge_437,1.820,-1.144028,nan
4hge,4hge_438,0.970,-0.723206,nan
4hge,4hge_446,4.360,-1.735885,nan
4hge,4hge_452,1.440,-1.187132,nan
4hge,4hge_456,2.500,-1.661450,nan
4hge,4hge_458,3.890,-1.090615,nan
4hge,4hge_46,0.580,-0.383718,nan
4hge,4hge_462,3.000,-0.683608,nan
4hge,4hge_464,3.770,-0.917840,nan
4hge,4hge_468,1.760,-1.188840,nan
4hge,4hge_471,1.720,-1.015743,nan
4hge,4hge_473,1.470,-0.605262,nan
4hge,4hge_477,1.220,-1.139882,nan
4hge,4hge_478,1.850,-1.137377,nan
4hge,4hge_498,2.130,-1.219175,nan
4hge,4hge_503,0.470,-0.148466,nan
4hge,4hge_530,5.640,-5.261475,nan
4hge,4hge_534,6.060,-5.124269,nan
4hge,4hge_543,3.580,-1.878750,nan
4hge,4hge_548,2.480,-2.061893,nan
4hge,4hge_549,3.210,-3.036234,nan
4hge,4hge_55,0.700,-0.287192,nan
4hge,4hge_555,4.750,-3.077321,nan
4hge,4hge_558,4.000,-1.746376,nan
4hge,4hge_559,5.340,-3.237522,nan
4hge,4hge_572,4.700,-2.105051,nan
4hge,4hge_573,5.480,-4.082163,nan
4hge,4hge_574,5.930,-3.708095,nan
4hge,4hge_581,5.750,-3.218719,nan
4hge,4hge_583,5.050,-2.128822,nan
4hge,4hge_602,3.950,-1.969641,nan
4hge,4hge_605,4.190,-2.350215,nan
4hge,4hge_612,2.470,-1.158822,nan
4hge,4hge_617,4.130,-1.451144,nan
4hge,4hge_621,2.260,-1.145547,nan
4hge,4hge_638,3.320,-2.969157,nan
4hge,4hge_643,3.980,-1.326062,nan
4hge,4hge_646,3.860,-2.129867,nan
4hge,4hge_654,3.750,-1.155088,nan
4hge,4hge_655,5.400,-2.465809,nan
4hge,4hge_659,5.270,-2.613247,nan
4hge,4hge_662,2.300,-1.482096,nan
4hge,4hge_666,6.840,-6.142684,nan
4hge,4hge_667,4.070,-2.643406,nan
4hge,4hge_671,6.300,-4.118240,nan
4hge,4hge_689,2.040,-1.653786,nan
4hge,4hge_692,6.570,-5.694983,nan
4hge,4hge_695,6.140,-5.230521,nan
4hge,4hge_699,4.400,-2.770121,nan
4hge,4hge_700,6.100,-4.120320,nan
4hge,4hge_737,6.200,-3.165295,nan
4hge,4hge_742,2.450,-0.900190,nan
4hge,4hge_749,6.320,-3.653221,nan
4hge,4hge_797,2.550,-0.654464,nan
4hge,4hge_828,6.200,-3.165295,nan
4hge,4hge_848,6.320,-3.653221,nan
4hge,4hge_943,1.850,-0.463409,nan
4ih5,4ih5_140,2.970,-1.561629,nan
4ih5,4ih5_148,3.050,-3.017697,nan
4ih5,4ih5_159,2.570,-2.157238,nan
4ih5,4ih5_161,2.430,-1.414010,nan
4ih5,4ih5_168,2.920,-1.620232,nan
4ih5,4ih5_169,1.810,-0.431744,nan
4ih5,4ih5_192,3.090,-1.713188,nan
4ih5,4ih5_202,4.070,-1.922506,nan
4ih5,4ih5_219,3.920,-1.363926,nan
4ih5,4ih5_227,3.850,-0.846805,nan
4ih5,4ih5_281,5.630,-5.340445,nan
4ih5,4ih5_302,0.700,-1.016559,nan
4ih5,4ih5_306,0.780,-1.018601,nan
4ih5,4ih5_327,2.200,-0.627732,nan
4ih5,4ih5_341,0.980,-1.220953,nan
4ih5,4ih5_367,0.590,-0.863397,nan
4ih5,4ih5_374,5.420,-5.135177,nan
4ih5,4ih5_381,0.980,-1.139307,nan
4ih5,4ih5_384,1.020,-0.950972,nan
4ih5,4ih5_390,4.550,-3.614504,nan
4ih5,4ih5_397,0.780,-1.109016,nan
4ih5,4ih5_400,0.810,-1.170458,nan
4ih5,4ih5_417,2.570,-1.079826,nan
4ih5,4ih5_421,7.220,-7.614781,nan
4ih5,4ih5_427,7.330,-7.481032,nan
4ih5,4ih5_428,3.570,-2.510923,nan
4ih5,4ih5_432,3.860,-2.751619,nan
4ih5,4ih5_433,5.350,-4.999377,nan
4ih5,4ih5_448,4.350,-3.708658,nan
4ih5,4ih5_451,6.810,-6.663537,nan
4ih5,4ih5_454,6.550,-6.881692,nan
4ih5,4ih5_459,6.690,-6.810650,nan
4ih5,4ih5_463,1.870,-1.420539,nan
4ih5,4ih5_465,2.550,-1.994237,nan
4ih5,4ih5_467,3.650,-2.586647,nan
4ih5,4ih5_482,2.260,-2.088517,nan
4ih5,4ih5_492,5.850,-5.353962,nan
4ih5,4ih5_5,4.060,-1.699494,nan
4ih5,4ih5_502,5.560,-4.707733,nan
4ih5,4ih5_508,4.630,-3.401417,nan
4ih5,4ih5_516,4.080,-3.690539,nan
4ih5,4ih5_543,6.430,-5.776696,nan
4ih5,4ih5_546,2.850,-2.307315,nan
4ih5,4ih5_560,6.340,-6.090789,nan
4ih5,4ih5_562,5.110,-3.862502,nan
4ih5,4ih5_566,1.750,-1.546495,nan
4ih5,4ih5_57,0.900,-0.693797,nan
4ih5,4ih5_581,6.240,-5.487737,nan
4ih5,4ih5_587,0.950,-1.792356,nan
4ih5,4ih5_612,2.680,-2.422104,nan
4ih5,4ih5_638,3.490,-3.869229,nan
4ih5,4ih5_651,5.250,-3.579470,nan
4ih5,4ih5_674,5.090,-3.990050,nan
4ih5,4ih5_681,6.140,-5.551951,nan
4ih5,4ih5_689,4.200,-3.653936,nan
4ih5,4ih5_690,4.410,-4.226976,nan
4ih5,4ih5_708,1.890,-1.747563,nan
4ih5,4ih5_715,4.650,-4.390260,nan
4ih5,4ih5_720,4.900,-3.893292,nan
4ih5,4ih5_729,3.740,-2.590598,nan
4ih5,4ih5_762,6.500,-4.923586,nan
4ih5,4ih5_764,1.690,-0.946018,nan
4ih5,4ih5_765,3.950,-3.022969,nan
4ih5,4ih5_779,1.340,-0.704805,nan
4ih5,4ih5_782,1.950,-1.741159,nan
4ih5,4ih5_789,5.350,-4.792969,nan
4ih5,4ih5_793,6.120,-5.780870,nan
4ih5,4ih5_794,6.610,-5.936014,nan
4ih5,4ih5_867,1.960,-0.452496,nan
4ih5,4ih5_892,5.290,-5.194876,nan
4ih5,4ih5_966,0.960,-1.043559,nan
4ih5,4ih5_983,1.530,-1.562801,nan
4ih7,4ih7_12,0.690,-0.150717,nan
4ih7,4ih7_129,2.090,-1.192871,nan
4ih7,4ih7_133,1.660,-0.688112,nan
4ih7,4ih7_159,1.890,-0.918604,nan
4ih7,4ih7_212,0.400,-0.419761,nan
4ih7,4ih7_219,0.540,-0.213983,nan
4ih7,4ih7_241,0.440,-0.076895,nan
4ih7,4ih7_302,0.600,-0.185627,nan
4ih7,4ih7_307,0.920,-0.639112,nan
4ih7,4ih7_341,0.680,-0.115604,nan
4ih7,4ih7_351,1.100,-0.647657,nan
4ih7,4ih7_378,0.940,-0.648406,nan
4ih7,4ih7_405,1.780,-0.440109,nan
4ih7,4ih7_412,1.330,-0.851711,nan
4ih7,4ih7_414,2.270,-1.725747,nan
4ih7,4ih7_415,5.010,-3.777760,nan
4ih7,4ih7_438,1.860,-0.718262,nan
4ih7,4ih7_459,1.650,-1.397760,nan
4ih7,4ih7_461,2.230,-1.225575,nan
4ih7,4ih7_477,2.920,-0.838441,nan
4ih7,4ih7_481,4.590,-3.744984,nan
4ih7,4ih7_483,2.490,-0.625272,nan
4ih7,4ih7_501,0.940,-0.789625,nan
4ih7,4ih7_504,1.320,-0.202592,nan
4ih7,4ih7_519,5.750,-1.972479,nan
4ih7,4ih7_522,2.860,-2.282371,nan
4ih7,4ih7_523,2.540,-1.296673,nan
4ih7,4ih7_527,7.280,-6.291082,nan
4ih7,4ih7_529,2.060,-1.032910,nan
4ih7,4ih7_539,3.420,-2.462909,nan
4ih7,4ih7_548,7.410,-4.682134,nan
4ih7,4ih7_552,3.720,-2.897715,nan
4ih7,4ih7_555,3.360,-1.436329,nan
4ih7,4ih7_560,4.840,-3.321774,nan
4ih7,4ih7_561,6.410,-4.918026,nan
4ih7,4ih7_563,6.800,-6.520537,nan
4ih7,4ih7_564,7.360,-5.508369,nan
4ih7,4ih7_565,6.670,-4.486514,nan
4ih7,4ih7_567,6.060,-2.767471,nan
4ih7,4ih7_570,7.220,-5.074567,nan
4ih7,4ih7_572,7.130,-5.663732,nan
4ih7,4ih7_577,2.200,-1.495174,nan
4ih7,4ih7_583,5.320,-4.437671,nan
4ih7,4ih7_591,7.330,-6.114516,nan
4ih7,4ih7_596,5.530,-5.147266,nan
4ih7,4ih7_597,6.130,-3.190863,nan
4ih7,4ih7_598,4.180,-3.536264,nan
4ih7,4ih7_600,6.410,-4.072647,nan
4ih7,4ih7_632,3.700,-3.173225,nan
4ih7,4ih7_645,7.040,-6.558507,nan
4ih7,4ih7_650,4.740,-3.627265,nan
4ih7,4ih7_661,3.870,-2.466126,nan
4ih7,4ih7_671,1.940,-1.095035,nan
4ih7,4ih7_704,4.680,-1.950813,nan
4ih7,4ih7_72,0.680,-0.693241,nan
4ih7,4ih7_729,3.030,-1.969830,nan
4ih7,4ih7_734,5.480,-4.118544,nan
4ih7,4ih7_739,3.480,-2.390660,nan
4ih7,4ih7_742,5.970,-3.286622,nan
4ih7,4ih7_743,3.950,-3.011796,nan
4ih7,4ih7_748,4.830,-3.994353,nan
4ih7,4ih7_749,5.400,-0.421648,nan
4ih7,4ih7_755,4.830,-2.495517,nan
4ih7,4ih7_760,4.800,-0.530299,nan
4ih7,4ih7_777,4.880,-3.519485,nan
4ih7,4ih7_788,5.910,-2.931081,nan
4ih7,4ih7_789,3.500,-2.077143,nan
4ih7,4ih7_794,4.430,-3.333695,nan
4ih7,4ih7_796,2.720,-1.913306,nan
4ih7,4ih7_822,6.190,-5.604953,nan
4ih7,4ih7_829,3.170,-1.451244,nan
4ih7,4ih7_877,1.810,-0.261383,nan
4ih7,4ih7_880,6.020,-3.651619,nan
4ih7,4ih7_885,5.110,-2.868794,nan
4ih7,4ih7_937,6.160,-2.851646,nan
4ih7,4ih7_940,6.180,-2.767385,nan
4ih7,4ih7_980,5.120,-2.484445,nan
4ivb,4ivb_142,0.450,-0.363499,nan
4ivb,4ivb_253,0.220,-0.405553,nan
4ivb,4ivb_423,1.500,-0.893104,nan
4ivb,4ivb_425,0.980,-0.804196,nan
4ivb,4ivb_428,3.450,-1.322625,nan
4ivb,4ivb_429,1.120,-1.179051,nan
4ivb,4ivb_436,2.270,-1.384258,nan
4ivb,4ivb_439,0.900,-0.400834,nan
4ivb,4ivb_441,1.310,-1.298841,nan
4ivb,4ivb_442,1.540,-1.132660,nan
4ivb,4ivb_460,1.340,-0.388791,nan
4ivb,4ivb_468,1.040,-0.676379,nan
4ivb,4ivb_477,2.150,-1.550668,nan
4ivb,4ivb_479,4.140,-1.523745,nan
4ivb,4ivb_511,8.110,-5.751111,nan
4ivb,4ivb_525,7.560,-3.978537,nan
4ivb,4ivb_527,4.230,-1.825817,nan
4ivb,4ivb_539,6.130,-2.199779,nan
4ivb,4ivb_547,7.450,-5.356960,nan
4ivb,4ivb_552,1.350,-0.961956,nan
4ivb,4ivb_561,8.080,-5.482858,nan
4ivb,4ivb_563,3.760,-0.648631,nan
