pdbid,pose,rmsd,head
4agp,4agp_646,4.260,-13.9890
4agp,4agp_651,3.010,-13.0610
4agp,4agp_656,1.920,-3.0140
4agp,4agp_657,4.230,-5.6420
4agp,4agp_659,4.020,-18.5790
4agp,4agp_662,9.010,-7.3890
4agp,4agp_681,5.950,-4.9410
4agp,4agp_685,4.340,-7.5980
4agp,4agp_686,5.090,-9.0740
4agp,4agp_692,4.290,0.3840
4agp,4agp_703,6.230,2.8580
4agp,4agp_709,0.940,5.1270
4agp,4agp_710,0.970,5.5740
4agp,4agp_716,0.700,4.5110
4agp,4agp_718,9.050,0.2180
4agp,4agp_724,6.390,4.1400
4agp,4agp_726,5.860,2.9680
4agp,4agp_727,7.860,1.3290
4agp,4agp_766,8.560,1.8160
4agp,4agp_769,1.000,4.2790
4agp,4agp_775,0.690,4.8330
4agp,4agp_797,5.560,2.9060
4agp,4agp_817,4.970,3.9330
4agp,4agp_82,7.290,3.0400
4agp,4agp_822,8.380,3.3030
4agp,4agp_837,8.770,2.5050
4agp,4agp_84,9.480,4.7720
4agp,4agp_847,5.510,2.3540
4agp,4agp_848,5.990,2.1670
4agp,4agp_849,2.970,3.6930
4agp,4agp_857,4.290,2.1830
4agp,4agp_86,8.640,3.6100
4agp,4agp_87,9.940,3.7860
4agp,4agp_924,9.030,3.3590
4agp,4agp_94,9.290,2.7170
4agp,4agp_98,6.340,4.4820
4agq,4agq_114,2.500,3.5110
4agq,4agq_121,4.050,4.1660
4agq,4agq_151,1.960,3.4320
4agq,4agq_158,6.770,2.0020
4agq,4agq_204,4.150,2.8010
4agq,4agq_205,1.390,2.8210
4agq,4agq_217,7.790,3.6170
4agq,4agq_378,6.750,4.1240
4agq,4agq_382,8.980,4.1150
4agq,4agq_394,6.990,3.9190
4agq,4agq_409,7.860,-15.0010
4agq,4agq_41,9.240,2.7940
4agq,4agq_413,8.310,-15.1220
4agq,4agq_418,3.410,-15.6180
4agq,4agq_419,9.020,-10.8470
4agq,4agq_27,6.090,4.9930
4agq,4agq_272,2.010,4.4210
4agq,4agq_326,8.330,3.1890
4agq,4agq_339,0.950,5.6080
4agq,4agq_35,8.890,4.3390
4agq,4agq_350,1.790,2.5730
4agq,4agq_356,9.240,3.8150
4agq,4agq_369,7.060,2.3050
4agq,4agq_219,7.590,-1.5120
4agq,4agq_221,2.110,4.4380
4agq,4agq_228,1.930,5.0790
4agq,4agq_234,1.940,3.8660
4agq,4agq_236,1.730,4.5950
4agq,4agq_25,9.400,4.5470
4agq,4agq_254,2.720,2.6950
4agq,4agq_268,3.960,1.6800
4bkt,4bkt_439,5.270,-3.1210
4bkt,4bkt_442,5.010,-9.0060
4bkt,4bkt_478,2.870,-5.3790
4bkt,4bkt_484,2.340,-3.4270
4bkt,4bkt_486,1.410,-6.5630
4bkt,4bkt_507,4.470,-1.5420
4bkt,4bkt_523,7.210,0.4100
4bkt,4bkt_537,8.350,-1.0310
4bkt,4bkt_769,4.460,2.4940
4bkt,4bkt_773,7.760,2.1330
4bkt,4bkt_774,2.580,0.5000
4bkt,4bkt_775,4.900,1.4240
4bkt,4bkt_778,7.590,0.8070
4bkt,4bkt_779,8.570,1.8790
4bkt,4bkt_782,8.680,2.2430
4bkt,4bkt_784,7.700,1.7630
4bkt,4bkt_752,4.790,3.2090
4bkt,4bkt_753,5.220,0.1370
4bkt,4bkt_759,6.370,-0.0400
4bkt,4bkt_760,4.210,-0.1650
4bkt,4bkt_761,9.510,2.8900
4bkt,4bkt_766,8.210,2.0500
4bkt,4bkt_767,5.240,1.9250
4bkt,4bkt_768,6.340,1.9570
4bkt,4bkt_140,0.390,4.9440
4bkt,4bkt_161,0.950,5.2900
4bkt,4bkt_17,0.990,5.5750
4bkt,4bkt_178,1.000,5.3870
4bkt,4bkt_283,0.560,3.8930
4bkt,4bkt_32,0.950,5.1320
4bkt,4bkt_369,1.000,5.3550
4bkt,4bkt_405,1.750,-4.1730
4agq,4agq_573,5.580,-5.9740
4agq,4agq_576,9.120,-2.1350
4agq,4agq_580,7.610,-6.7090
4agq,4agq_587,6.220,-3.2060
4agq,4agq_592,2.020,-15.5380
4agq,4agq_598,4.130,-1.4400
4agq,4agq_604,4.380,-2.8760
4agq,4agq_609,1.830,-3.3610
4agq,4agq_526,4.870,2.5160
4agq,4agq_529,1.950,-10.3750
4agq,4agq_534,8.730,0.9030
4agq,4agq_535,3.370,-21.9830
4agq,4agq_548,2.600,-5.7570
4agq,4agq_556,9.200,1.4730
4agq,4agq_557,3.350,-7.2380
4agq,4agq_572,4.060,-15.6650
4agq,4agq_421,9.620,-21.1550
4agq,4agq_433,7.550,-18.1070
4agq,4agq_442,3.080,-33.4680
4agq,4agq_446,2.980,-14.0180
4agq,4agq_450,5.270,-36.2880
4agq,4agq_452,6.510,-10.6330
4agq,4agq_461,7.820,-12.3660
4agq,4agq_463,2.620,-4.1470
4bkt,4bkt_586,7.020,1.1680
4bkt,4bkt_614,4.790,1.0540
4bkt,4bkt_62,0.570,5.2250
4bkt,4bkt_664,2.280,-5.4750
4bkt,4bkt_695,3.780,2.6710
4bkt,4bkt_710,1.760,4.4070
4bkt,4bkt_713,0.650,4.7120
4bkt,4bkt_716,1.430,1.8020
4bkt,4bkt_538,7.400,0.5520
4bkt,4bkt_539,7.340,0.2860
4bkt,4bkt_540,6.260,-4.1200
4bkt,4bkt_541,1.900,-5.6570
4bkt,4bkt_542,2.730,3.4350
4bkt,4bkt_560,7.410,-5.8150
4bkt,4bkt_568,7.660,-4.8590
4bkt,4bkt_581,6.180,-5.7880
4agq,4agq_470,3.730,-30.1650
4agq,4agq_474,5.810,-3.6910
4agq,4agq_475,8.280,-15.1610
4agq,4agq_478,8.870,-19.5100
4agq,4agq_490,4.700,-20.7330
4agq,4agq_503,9.750,-3.0800
4agq,4agq_504,7.160,2.6370
4agq,4agq_505,2.940,-12.5160
4bkt,4bkt_735,5.320,2.2080
4bkt,4bkt_737,1.400,4.4860
4bkt,4bkt_741,3.650,1.2370
4bkt,4bkt_743,4.830,0.4900
4bkt,4bkt_744,6.110,2.8490
4bkt,4bkt_746,4.900,1.6660
4bkt,4bkt_750,5.080,2.1600
4bkt,4bkt_751,3.550,1.5460
4bkt,4bkt_791,6.240,2.6210
4bkt,4bkt_797,7.890,1.9120
4bkt,4bkt_800,6.290,0.9610
4bkt,4bkt_826,1.510,4.1390
4bkt,4bkt_838,3.990,3.4320
4bkt,4bkt_849,3.980,3.0850
4bkt,4bkt_853,1.960,-1.0210
4bkt,4bkt_862,6.480,1.0490
4agq,4agq_62,8.630,2.9150
4agq,4agq_631,5.240,-1.2890
4agq,4agq_635,3.690,-1.3750
4agq,4agq_641,4.080,-12.7610
4agq,4agq_642,7.790,-6.8910
4agq,4agq_649,6.840,-10.4990
4agq,4agq_653,5.420,1.9140
4agq,4agq_664,5.540,-0.6940
4bkt,4bkt_863,6.280,1.6260
4bkt,4bkt_865,5.340,0.7930
4bkt,4bkt_869,5.710,2.4880
4bkt,4bkt_871,3.990,2.6630
4bkt,4bkt_874,3.000,3.7380
4bkt,4bkt_876,5.900,2.9060
4bkt,4bkt_877,2.630,3.7900
4bkt,4bkt_880,3.970,1.4050
4bkt,4bkt_883,6.890,1.7280
4bkt,4bkt_885,3.200,2.8970
4bkt,4bkt_890,4.480,1.9540
4bkt,4bkt_891,5.330,2.6560
4bkt,4bkt_893,3.690,3.3400
4bkt,4bkt_898,4.870,1.2180
4bkt,4bkt_931,2.890,3.2090
4bkt,4bkt_932,1.570,1.2710
4cr9,4cr9_743,8.350,1.0540
4cr9,4cr9_746,7.330,1.3790
4cr9,4cr9_748,3.950,2.1600
4cr9,4cr9_750,6.730,1.9190
4cr9,4cr9_752,9.310,1.6300
4cr9,4cr9_754,9.300,1.6730
4cr9,4cr9_755,4.250,3.3140
4cr9,4cr9_758,5.770,2.0600
4cr9,4cr9_708,7.040,2.0190
4cr9,4cr9_710,4.960,1.7700
4cr9,4cr9_715,9.540,1.5210
4cr9,4cr9_717,9.170,1.5700
4cr9,4cr9_726,3.500,3.1790
4cr9,4cr9_730,8.510,0.8030
4cr9,4cr9_734,5.850,3.0920
4cr9,4cr9_741,6.260,2.0740
4cr9,4cr9_759,4.400,3.6240
4cr9,4cr9_762,7.670,-0.0930
4cr9,4cr9_763,9.160,1.4720
4cr9,4cr9_766,5.900,2.5960
4cr9,4cr9_769,5.770,2.6240
4cr9,4cr9_779,6.600,2.4640
4cr9,4cr9_782,5.100,2.0550
4cr9,4cr9_783,9.160,2.1010
4cr9,4cr9_503,4.820,3.0690
4cr9,4cr9_534,4.010,2.6450
4cr9,4cr9_551,3.680,2.0600
4cr9,4cr9_559,3.190,-0.8300
4cr9,4cr9_565,3.690,3.1420
4cr9,4cr9_575,4.040,3.7030
4cr9,4cr9_577,5.200,-8.1230
4cr9,4cr9_580,4.040,0.1360
4cr9,4cr9_864,6.620,0.8160
4cr9,4cr9_869,8.540,0.9870
4cr9,4cr9_874,7.440,-0.2350
4cr9,4cr9_876,7.550,0.3720
4cr9,4cr9_881,8.210,0.5750
4cr9,4cr9_884,8.950,1.3800
4cr9,4cr9_885,8.990,1.1350
4cr9,4cr9_887,8.100,0.9440
4cr9,4cr9_587,2.030,-1.0000
4cr9,4cr9_589,4.500,3.1400
4cr9,4cr9_595,2.740,-0.0610
4cr9,4cr9_630,2.580,-2.0450
4cr9,4cr9_662,5.930,-0.8270
4cr9,4cr9_666,3.090,-1.8580
4cr9,4cr9_689,4.380,-1.8380
4cr9,4cr9_690,1.660,-6.4330
4cr9,4cr9_789,6.320,1.9320
4cr9,4cr9_790,6.390,2.1360
4cr9,4cr9_791,5.920,2.5220
4cr9,4cr9_792,9.720,0.9730
4cr9,4cr9_794,6.950,1.5110
4cr9,4cr9_795,7.620,1.4130
4cr9,4cr9_796,6.200,2.1530
4cr9,4cr9_797,7.230,1.4240
4cr9,4cr9_271,2.970,4.3310
4cr9,4cr9_280,3.480,0.9730
4cr9,4cr9_286,1.980,2.1090
4cr9,4cr9_307,2.290,6.4430
4cr9,4cr9_358,0.950,5.9800
4cr9,4cr9_359,1.570,5.6440
4cr9,4cr9_408,2.350,1.7440
4cr9,4cr9_411,1.770,-0.7320
4cr9,4cr9_423,1.850,-4.0220
4cr9,4cr9_424,1.630,0.9990
4cr9,4cr9_431,2.190,3.7020
4cr9,4cr9_434,2.730,-5.8630
4cr9,4cr9_435,1.490,3.8630
4cr9,4cr9_438,4.200,-4.7240
4cr9,4cr9_480,2.610,0.6390
4cr9,4cr9_492,3.190,-1.5120
4cr9,4cr9_798,8.040,1.3390
4cr9,4cr9_799,9.860,0.5540
4cr9,4cr9_821,9.770,1.1690
4cr9,4cr9_822,5.210,2.8580
4cr9,4cr9_843,7.330,0.2870
4cr9,4cr9_849,1.770,2.7980
4cr9,4cr9_855,8.520,0.7950
4cr9,4cr9_861,9.270,1.4700
4agq,4agq_788,8.660,1.9540
4agq,4agq_84,7.070,3.9130
4agq,4agq_850,6.600,3.9340
4agq,4agq_866,0.980,5.0920
4agq,4agq_872,0.990,5.4220
4agq,4agq_894,4.410,1.9440
4agq,4agq_999,0.860,4.7860
4bkt,4bkt_11,1.000,5.6520
4agq,4agq_665,5.550,-6.0930
4agq,4agq_666,3.970,-10.7120
4agq,4agq_672,3.580,-8.2490
4agq,4agq_676,8.270,-11.4030
4agq,4agq_680,5.370,-16.8750
4agq,4agq_681,2.160,-10.8780
4agq,4agq_684,6.130,1.9650
4agq,4agq_687,5.240,-3.0440
4ciw,4ciw_690,6.440,2.4140
4ciw,4ciw_700,1.460,0.7470
4ciw,4ciw_725,1.100,6.4040
4ciw,4ciw_947,1.110,7.0660
4cr9,4cr9_217,1.970,4.2990
4cr9,4cr9_232,3.130,4.5310
4cr9,4cr9_254,3.390,1.1210
4cr9,4cr9_264,2.160,3.7480
4ciw,4ciw_267,0.460,6.6430
4ciw,4ciw_270,0.640,6.4020
4ciw,4ciw_280,0.620,5.6620
4ciw,4ciw_401,0.940,4.4560
4ciw,4ciw_415,2.890,4.0080
4ciw,4ciw_420,2.970,0.8920
4ciw,4ciw_439,2.770,4.6650
4ciw,4ciw_440,1.960,-0.0410
4ciw,4ciw_449,3.530,0.0530
4ciw,4ciw_451,0.780,4.7720
4ciw,4ciw_461,1.670,-1.6200
4ciw,4ciw_462,1.960,2.1700
4ciw,4ciw_468,0.930,4.0760
4ciw,4ciw_48,0.400,6.9340
4ciw,4ciw_482,1.120,1.0990
4ciw,4ciw_487,1.260,1.5630
4agq,4agq_691,9.760,-6.1450
4agq,4agq_700,3.610,-6.4070
4agq,4agq_702,1.830,5.9160
4agq,4agq_718,5.660,2.3870
4agq,4agq_744,1.930,5.1880
4agq,4agq_771,9.510,1.9000
4agq,4agq_775,6.590,2.5070
4agq,4agq_778,4.550,1.0290
4ciw,4ciw_496,1.210,-7.6670
4ciw,4ciw_499,3.870,2.1520
4ciw,4ciw_507,0.990,1.6110
4ciw,4ciw_537,7.170,2.5740
4ciw,4ciw_550,0.970,0.2520
4ciw,4ciw_568,3.300,-3.9910
4ciw,4ciw_573,1.240,-5.2710
4ciw,4ciw_584,2.140,-5.0330
4ciw,4ciw_620,3.040,1.7440
4ciw,4ciw_629,3.130,-2.5020
4ciw,4ciw_638,6.290,2.2100
4ciw,4ciw_639,3.360,-1.3860
4ciw,4ciw_672,3.270,-0.2330
4ciw,4ciw_673,2.710,-3.8590
4ciw,4ciw_676,2.810,0.6530
4ciw,4ciw_689,2.870,-2.0230
4ciw,4ciw_585,7.140,0.0600
4ciw,4ciw_592,2.040,-1.6160
4ciw,4ciw_597,2.590,0.8360
4ciw,4ciw_598,0.880,3.2970
4ciw,4ciw_608,3.110,-1.6200
4ciw,4ciw_609,2.940,-1.0930
4ciw,4ciw_610,3.200,-5.1380
4ciw,4ciw_617,3.200,2.9460
4bkt,4bkt_953,1.070,4.3840
4bkt,4bkt_969,2.060,3.5480
4bkt,4bkt_983,2.980,4.5130
4bkt,4bkt_984,3.320,4.5160
4cig,4cig_106,9.640,4.4580
4cig,4cig_114,7.120,5.2350
4cig,4cig_122,6.100,4.9650
4cig,4cig_129,8.180,4.6830
4cr9,4cr9_891,5.250,3.1440
4cr9,4cr9_894,6.010,2.1730
4cr9,4cr9_897,8.220,0.7460
4cr9,4cr9_920,1.410,3.4700
4cr9,4cr9_933,6.840,2.0220
4cr9,4cr9_970,7.220,1.6500
4cr9,4cr9_984,7.380,2.0670
4cra,4cra_102,4.690,6.3650
4ddh,4ddh_13,0.860,6.1850
4ddh,4ddh_130,1.560,5.5360
4ddh,4ddh_181,5.910,5.5130
4ddh,4ddh_27,1.970,4.9300
4ddh,4ddh_270,1.940,0.1350
4ddh,4ddh_294,0.690,5.4100
4ddh,4ddh_296,2.030,3.1400
4ddh,4ddh_343,5.940,6.1430
4ddh,4ddh_349,6.620,5.1160
4ddh,4ddh_401,4.430,4.5100
4ddh,4ddh_416,0.990,5.4230
4ddh,4ddh_421,5.820,1.5180
4ddh,4ddh_422,3.230,4.9850
4ddh,4ddh_427,1.250,3.8120
4ddh,4ddh_432,0.970,2.8300
4ddh,4ddh_439,2.120,5.1290
4ddh,4ddh_490,2.530,3.8550
4ddh,4ddh_500,3.000,3.6480
4ddh,4ddh_507,4.350,3.9020
4ddh,4ddh_514,0.970,2.1390
4ddh,4ddh_519,0.570,2.8550
4ddh,4ddh_530,2.920,4.5190
4ddh,4ddh_542,3.220,4.4310
4ddh,4ddh_543,2.000,2.8450
4ddh,4ddh_448,5.060,4.2540
4ddh,4ddh_455,4.970,4.5240
4ddh,4ddh_459,4.710,3.1340
4ddh,4ddh_462,3.710,-2.8800
4ddh,4ddh_465,2.680,5.5320
4ddh,4ddh_466,2.010,2.0040
4ddh,4ddh_471,4.500,0.8040
4ddh,4ddh_489,4.140,-1.8180
4ddh,4ddh_545,3.670,1.3110
4ddh,4ddh_547,2.780,5.1850
4ddh,4ddh_548,1.630,1.4690
4ddh,4ddh_555,4.940,1.9440
4ddh,4ddh_559,3.670,3.5670
4ddh,4ddh_564,5.020,2.4860
4ddh,4ddh_574,1.990,4.9820
4ddh,4ddh_589,1.850,0.8250
4cig,4cig_342,6.270,4.5710
4cig,4cig_351,7.940,6.1560
4cig,4cig_369,9.800,4.6150
4cig,4cig_372,6.210,6.6500
4cig,4cig_386,7.110,6.6010
4cig,4cig_44,6.050,6.0170
4cig,4cig_454,6.060,-11.8900
4cig,4cig_480,3.950,-7.1270
4ddh,4ddh_591,4.790,0.7890
4ddh,4ddh_592,5.970,2.6680
4ddh,4ddh_593,5.420,3.9180
4ddh,4ddh_620,3.700,0.9600
4ddh,4ddh_632,6.870,3.9420
4ddh,4ddh_641,1.800,2.1070
4ddh,4ddh_649,5.320,1.2970
4ddh,4ddh_651,2.420,2.9750
4cig,4cig_13,7.200,5.5020
4cig,4cig_131,4.960,5.3680
4cig,4cig_167,7.200,4.9400
4cig,4cig_169,6.180,6.7140
4cig,4cig_18,6.210,6.0430
4cig,4cig_203,4.570,4.1640
4cig,4cig_219,4.940,3.8890
4cig,4cig_22,8.310,5.9750
4ddh,4ddh_659,6.870,2.6860
4ddh,4ddh_671,5.370,3.0020
4ddh,4ddh_684,7.260,-0.0170
4ddh,4ddh_688,1.560,3.0990
4ddh,4ddh_734,0.950,5.0840
4ddh,4ddh_754,5.620,4.4640
4ddh,4ddh_762,7.710,1.9950
4ddh,4ddh_763,7.700,1.9930
4cig,4cig_241,5.330,2.9270
4cig,4cig_253,4.660,4.3950
4cig,4cig_265,4.260,0.9790
4cig,4cig_267,5.760,3.8470
4cig,4cig_285,5.280,6.0010
4cig,4cig_290,5.510,5.5830
4cig,4cig_298,3.840,3.1710
4cig,4cig_329,9.100,5.4010
4cig,4cig_510,6.250,-0.9780
4cig,4cig_524,2.800,-0.5820
4cig,4cig_540,7.660,-3.4010
4cig,4cig_545,6.420,-10.7110
4cig,4cig_553,5.110,-5.4300
4cig,4cig_56,8.070,4.6210
4cig,4cig_570,8.170,0.2060
4cig,4cig_575,7.040,-6.9840
4cig,4cig_759,3.970,4.1170
4cig,4cig_762,5.050,0.4780
4cig,4cig_763,2.710,-0.0980
4cig,4cig_766,4.320,2.9050
4cig,4cig_769,5.210,1.5880
4cig,4cig_770,4.790,3.6280
4cig,4cig_774,4.630,1.5000
4cig,4cig_780,5.240,3.4100
4cig,4cig_589,7.240,1.6860
4cig,4cig_600,1.750,0.1230
4cig,4cig_601,7.720,-19.5630
4cig,4cig_639,7.800,-2.5650
4cig,4cig_641,5.430,-13.4130
4cig,4cig_645,3.800,-5.7180
4cig,4cig_656,4.740,-7.1740
4cig,4cig_669,2.540,1.0660
4cig,4cig_702,1.760,0.9360
4cig,4cig_707,1.830,1.8570
4cig,4cig_710,1.940,1.4210
4cig,4cig_716,2.070,1.4750
4cig,4cig_719,2.160,1.4950
4cig,4cig_738,3.640,3.9730
4cig,4cig_739,5.210,2.6370
4cig,4cig_750,3.970,5.9580
4cig,4cig_784,2.570,5.7830
4cig,4cig_786,1.910,2.8020
4cig,4cig_787,1.790,3.2190
4cig,4cig_788,3.280,1.7450
4cig,4cig_809,1.140,2.5900
4cig,4cig_83,9.580,5.8850
4cig,4cig_848,2.400,2.1930
4cig,4cig_851,3.990,-0.8390
4cig,4cig_852,4.140,5.3720
4cig,4cig_860,6.170,1.9410
4cig,4cig_929,3.000,-0.0070
4cig,4cig_947,2.170,1.8820
4cig,4cig_950,2.830,5.9360
4cig,4cig_956,3.290,4.4880
4cig,4cig_957,3.850,1.5030
4cig,4cig_98,8.500,5.8590
4ddk,4ddk_296,3.850,3.2070
4ddk,4ddk_303,0.260,5.8740
4ddk,4ddk_327,0.310,6.0420
4ddk,4ddk_34,2.830,4.8240
4ddk,4ddk_345,0.460,5.9090
4ddk,4ddk_359,0.820,5.8380
4ddk,4ddk_361,0.570,5.9530
4ddk,4ddk_391,0.420,5.9120
4ddk,4ddk_402,2.870,5.0200
4ddk,4ddk_406,0.600,4.1890
4ddk,4ddk_41,3.030,4.6300
4ddk,4ddk_410,0.910,4.0280
4ddk,4ddk_413,3.300,4.4500
4ddk,4ddk_419,2.350,3.4210
4ddk,4ddk_431,1.740,3.2030
4ddk,4ddk_432,1.340,1.4490
4ddk,4ddk_438,1.950,4.5810
4ddk,4ddk_443,1.010,4.2680
4ddk,4ddk_444,1.570,2.3040
4ddk,4ddk_445,4.350,0.8120
4ddk,4ddk_450,1.300,2.4730
4ddk,4ddk_451,4.340,3.8980
4ddk,4ddk_457,4.790,4.7640
4ddk,4ddk_460,2.470,3.2670
4ddk,4ddk_464,2.100,1.2930
4ddk,4ddk_466,5.690,3.3860
4ddk,4ddk_467,4.280,4.6060
4ddk,4ddk_470,1.560,0.6990
4ddk,4ddk_476,3.300,1.9870
4ddk,4ddk_479,5.870,1.9510
4ddk,4ddk_485,6.210,4.3230
4ddk,4ddk_487,2.960,0.4100
4ddh,4ddh_764,7.680,1.9790
4ddh,4ddh_770,6.210,4.6410
4ddh,4ddh_771,3.590,5.2640
4ddh,4ddh_773,6.710,3.5110
4ddh,4ddh_774,6.690,-0.5090
4ddh,4ddh_781,7.820,0.8620
4ddh,4ddh_782,2.180,1.0760
4ddh,4ddh_783,6.840,3.8960
4ddk,4ddk_488,5.670,4.0470
4ddk,4ddk_496,4.330,4.4010
4ddk,4ddk_515,5.600,4.1590
4ddk,4ddk_525,4.640,4.6140
4ddk,4ddk_528,4.580,3.6380
4ddk,4ddk_53,9.620,4.2410
4ddk,4ddk_535,4.880,-0.5420
4ddk,4ddk_536,7.070,-3.8140
4ddk,4ddk_538,4.510,3.7700
4ddk,4ddk_541,2.070,4.5370
4ddk,4ddk_542,5.130,2.7080
4ddk,4ddk_543,5.890,0.5650
4ddk,4ddk_546,0.980,4.4190
4ddk,4ddk_550,6.970,-5.1310
4ddk,4ddk_568,3.450,-0.2360
4ddk,4ddk_580,7.320,-1.6720
4ddk,4ddk_583,1.700,3.3620
4ddk,4ddk_59,8.610,3.8280
4ddk,4ddk_596,6.670,3.4340
4ddk,4ddk_606,6.890,-0.7110
4ddk,4ddk_621,4.230,-0.5460
4ddk,4ddk_628,5.560,3.7190
4ddk,4ddk_632,3.880,0.1460
4ddk,4ddk_642,1.260,2.6850
4ddh,4ddh_882,3.960,3.6550
4ddh,4ddh_885,6.380,3.1190
4ddh,4ddh_911,0.300,5.2930
4ddh,4ddh_971,4.780,5.2950
4ddk,4ddk_11,2.910,4.6980
4ddk,4ddk_113,6.260,4.6610
4ddk,4ddk_170,7.390,4.5820
4ddk,4ddk_184,2.780,4.5900
4ddk,4ddk_644,7.550,-1.8650
4ddk,4ddk_650,3.840,2.3570
4ddk,4ddk_651,7.800,-2.7710
4ddk,4ddk_652,3.200,-1.0830
4ddk,4ddk_660,6.330,-0.0570
4ddk,4ddk_664,2.950,3.0970
4ddk,4ddk_672,1.290,2.6530
4ddk,4ddk_680,5.960,-0.1260
4ddk,4ddk_684,6.520,3.5420
4ddk,4ddk_689,7.660,2.7080
4ddk,4ddk_696,6.160,-5.2410
4ddk,4ddk_709,7.450,2.6700
4ddk,4ddk_726,8.690,4.7480
4ddk,4ddk_751,3.740,2.9210
4ddk,4ddk_755,7.360,4.0840
4ddk,4ddk_767,8.200,3.9500
4ddk,4ddk_771,8.090,3.1330
4ddk,4ddk_773,8.400,3.6740
4ddk,4ddk_776,6.530,3.4800
4ddk,4ddk_78,3.490,5.1630
4ddk,4ddk_782,7.930,0.3500
4ddk,4ddk_811,9.800,1.3770
4ddk,4ddk_812,9.730,1.2120
4ddk,4ddk_813,9.990,2.1120
4ddk,4ddk_815,9.990,2.1460
4ddk,4ddk_820,7.090,2.7410
4ddk,4ddk_836,8.060,4.0870
4ddk,4ddk_872,8.360,4.1500
4ddk,4ddk_878,8.770,3.9490
4ddk,4ddk_881,8.350,3.7950
4ddk,4ddk_882,8.070,3.8210
4ddk,4ddk_89,5.520,4.2790
4ddh,4ddh_784,4.550,0.9050
4ddh,4ddh_79,0.800,6.1240
4ddh,4ddh_794,6.940,-1.8080
4ddh,4ddh_795,7.100,-1.8760
4ddh,4ddh_796,8.100,1.5390
4ddh,4ddh_80,3.290,4.9360
4ddh,4ddh_843,3.040,5.6040
4ddh,4ddh_868,6.500,1.4510
4ddk,4ddk_925,9.750,2.1930
4ddk,4ddk_939,0.870,4.0440
4ddk,4ddk_951,9.860,3.3920
4ddk,4ddk_953,9.860,3.5010
4ddk,4ddk_959,9.850,3.3880
4ddk,4ddk_962,5.660,2.1450
4ddk,4ddk_970,6.330,3.6030
4de1,4de1_105,9.300,5.6640
3uri,3uri_833,8.360,5.3920
3uri,3uri_847,3.500,5.6910
3uri,3uri_859,4.610,2.3700
3uri,3uri_866,5.080,2.2130
3uri,3uri_880,2.760,4.9300
3uri,3uri_882,3.970,5.1850
3uri,3uri_90,7.970,4.7450
3utu,3utu_102,6.300,5.4170
3uri,3uri_213,5.160,3.3550
3uri,3uri_221,3.240,4.5800
3uri,3uri_223,9.190,-2.9700
3uri,3uri_228,9.380,3.0040
3uri,3uri_23,6.840,4.0670
3uri,3uri_230,5.320,2.5250
3uri,3uri_232,6.610,2.7180
3uri,3uri_240,8.310,2.3590
3uri,3uri_183,6.030,7.0670
3uri,3uri_186,8.250,2.6990
3uri,3uri_197,3.260,4.6040
3uri,3uri_203,4.690,2.4240
3uri,3uri_204,8.410,3.0330
3uri,3uri_209,4.360,2.9050
3uri,3uri_210,5.980,5.3290
3uri,3uri_211,5.370,2.6650
3uri,3uri_448,7.840,-28.3880
3uri,3uri_46,8.840,4.0310
3uri,3uri_476,9.240,-14.8610
3uri,3uri_487,4.810,-35.2600
3uri,3uri_528,6.720,-5.8170
3uri,3uri_574,7.860,-20.0570
3uri,3uri_597,9.460,-10.5870
3uri,3uri_633,9.600,-27.1560
3uri,3uri_657,9.250,-10.9800
3uri,3uri_668,8.760,-14.3220
3uri,3uri_683,8.910,-18.5410
3uri,3uri_701,6.230,5.1720
3uri,3uri_722,3.950,4.8530
3uri,3uri_725,2.760,4.9300
3uri,3uri_797,6.440,3.7960
3uri,3uri_806,7.020,4.8840
3uri,3uri_245,4.740,3.7720
3uri,3uri_246,6.350,3.5760
3uri,3uri_247,4.730,1.5440
3uri,3uri_248,7.750,2.7460
3uri,3uri_253,3.630,5.3630
3uri,3uri_254,3.760,4.5950
3uri,3uri_255,4.710,4.4700
3uri,3uri_256,6.030,3.5760
3uri,3uri_371,5.840,6.2720
3uri,3uri_372,3.510,6.0550
3uri,3uri_376,9.030,4.5720
3uri,3uri_385,8.400,6.5720
3uri,3uri_394,8.440,4.1830
3uri,3uri_417,4.960,-17.4540
3uri,3uri_439,5.760,-41.5660
3uri,3uri_442,7.700,-35.0150
3uri,3uri_289,7.230,1.0840
3uri,3uri_292,3.380,4.3330
3uri,3uri_294,6.590,4.1830
3uri,3uri_296,3.840,3.7690
3uri,3uri_319,5.610,4.4400
3uri,3uri_353,9.580,5.2200
3uri,3uri_365,9.590,4.5660
3uri,3uri_367,9.320,5.1180
3uri,3uri_258,5.990,2.9190
3uri,3uri_265,6.400,2.8710
3uri,3uri_267,5.790,4.4370
3uri,3uri_268,4.940,3.3370
3uri,3uri_270,8.100,0.6940
3uri,3uri_271,7.150,3.7160
3uri,3uri_275,7.700,1.1920
3uri,3uri_285,4.310,2.7870
4de1,4de1_110,4.240,5.2260
4de1,4de1_127,6.240,3.0980
4de1,4de1_14,9.150,4.8490
4de1,4de1_142,9.090,5.5720
4de1,4de1_150,9.680,5.5910
4de1,4de1_176,9.340,5.3820
4de1,4de1_190,0.240,7.6130
4de1,4de1_191,7.920,4.1100
4de1,4de1_195,0.770,7.7690
4de1,4de1_196,7.380,3.7860
4de1,4de1_199,5.960,4.4400
